,Work_Experience,GPA,Certifications,Skills,Internships,Job_Changes,Networking_Score,Education_High School,Education_Master,Education_PhD,Industry_Finance,Industry_Healthcare,Industry_Retail,Industry_Tech,Location_Chicago,Location_Los Angeles,Location_New York,Location_San Francisco,Salary_at_30
1018,1,3.62,3,"['SQL', 'Python']",2,0,0.46,False,False,True,False,True,False,False,False,False,False,True,30000.0
1019,1,3.51,1,"['Excel', 'R', 'Management', 'Marketing']",1,0,0.32,True,False,False,False,False,True,False,False,False,True,False,30000.0
1020,5,3.47,4,"['Java', 'SQL']",1,3,0.28,False,True,False,True,False,False,False,False,False,False,True,49403.419681577645
1021,3,2.87,1,['Excel'],1,2,0.22,True,False,False,True,False,False,False,False,False,False,False,30000.0
1022,9,2.53,1,"['C++', 'Java', 'SQL', 'R']",0,3,0.01,False,False,False,False,False,False,True,False,False,False,False,52404.586275621274
1023,2,3.71,4,"['Python', 'C++', 'R', 'Java']",1,0,0.0,False,False,False,False,False,False,True,False,False,True,False,33223.315460878526
1024,2,3.24,3,"['Excel', 'Management', 'Marketing', 'R']",2,4,0.59,False,False,True,False,False,False,False,False,False,True,False,35401.65366555785
1025,2,2.96,0,['Excel'],0,0,0.29,False,False,False,False,False,False,False,False,False,False,True,30000.0
1026,5,2.65,1,['Java'],1,2,0.17,False,False,False,False,False,True,False,False,False,False,True,30000.0
1027,7,2.59,1,"['C++', 'SQL', 'Management']",0,4,0.68,False,True,False,False,False,False,True,True,False,False,False,63901.00121265512
1028,6,3.02,3,"['Marketing', 'Python', 'Excel', 'SQL']",0,3,0.53,True,False,False,False,False,False,True,True,False,False,False,57009.120147373505
1029,3,3.71,3,"['SQL', 'Java', 'C++', 'Management']",0,3,0.91,True,False,False,False,False,False,False,True,False,False,False,39935.96973336529
1030,3,3.88,2,['C++'],1,0,0.83,False,True,False,False,False,False,False,False,False,True,False,35284.5953217114
1031,9,3.85,3,"['Management', 'Python', 'R']",0,0,0.73,False,False,True,False,False,False,False,True,False,False,False,68444.44398616563
1032,1,3.88,3,"['Java', 'SQL', 'Python', 'C++']",0,3,0.13,True,False,False,True,False,False,False,False,False,True,False,30000.0
1033,0,3.86,1,"['Java', 'SQL', 'Management']",0,3,0.67,False,False,False,False,True,False,False,False,False,False,False,30000.0
1034,8,3.29,0,['Management'],2,1,0.69,True,False,False,False,True,False,False,False,True,False,False,48637.3188553882
1035,1,2.83,1,"['Java', 'R']",1,2,0.76,False,False,False,False,False,False,True,False,False,False,False,30000.0
1036,7,3.7,3,"['R', 'SQL', 'Marketing', 'Management']",2,1,0.26,False,False,True,True,False,False,False,False,False,True,False,52363.127345502435
1037,8,2.82,2,['Management'],0,1,0.64,False,True,False,False,False,False,False,False,False,True,False,59436.89973361771
1038,3,2.9,0,"['Management', 'C++', 'Marketing', 'R']",0,3,0.62,True,False,False,False,False,False,True,False,True,False,False,32550.407833303372
1039,7,2.85,2,"['Python', 'Java', 'Excel']",2,2,0.39,False,True,False,True,False,False,False,False,False,False,True,52803.936508290455
1040,8,3.27,4,['Java'],0,3,0.66,True,False,False,False,False,True,False,False,False,False,True,63417.078661722735
1041,9,2.98,2,"['SQL', 'C++', 'Java', 'R']",2,1,0.09,False,False,False,True,False,False,False,False,False,False,True,73475.20845989042
1042,9,2.73,2,['SQL'],0,1,0.64,False,True,False,False,False,False,True,True,False,False,False,67185.64263135481
1043,4,3.18,3,"['Management', 'C++']",0,3,0.61,True,False,False,False,True,False,False,False,False,False,True,41158.73614645548
1044,6,3.81,3,['Management'],0,0,0.21,False,False,False,False,False,False,False,True,False,False,False,60569.79663467989
1045,9,3.36,3,['Marketing'],0,0,0.82,False,True,False,False,False,True,False,True,False,False,False,61655.312940141775
1046,3,3.82,3,['R'],1,3,0.87,False,True,False,True,False,False,False,False,False,False,True,40856.52637591722
1047,0,2.79,3,"['Java', 'SQL']",1,4,0.21,True,False,False,False,False,False,True,False,False,False,True,30000.0
1048,2,2.75,2,"['C++', 'R', 'Python', 'Marketing']",1,4,0.08,True,False,False,False,False,False,True,False,True,False,False,30000.0
1049,4,3.36,4,"['R', 'Management']",2,0,0.6,True,False,False,False,False,False,False,False,True,False,False,56831.54582313923
1050,2,3.19,3,"['SQL', 'C++', 'Management', 'Java']",2,2,0.48,False,False,False,False,False,False,True,True,False,False,False,37325.760193546404
1051,6,3.49,4,"['R', 'Excel', 'SQL']",2,1,0.43,True,False,False,False,False,False,True,False,True,False,False,53960.25571550103
1052,8,3.69,4,['Java'],2,2,0.76,False,True,False,False,False,False,False,True,False,False,False,74388.9347570238
1053,5,3.63,1,['C++'],1,0,0.97,False,True,False,False,False,True,False,False,False,True,False,48880.27924148946
1054,9,3.91,1,['SQL'],2,3,0.48,True,False,False,False,True,False,False,True,False,False,False,69046.74457937077
1055,0,3.1,0,"['Management', 'R']",2,4,0.01,True,False,False,False,True,False,False,True,False,False,False,30000.0
1056,6,2.81,1,"['Management', 'SQL']",2,0,0.6,False,False,True,True,False,False,False,False,True,False,False,43048.94037235447
1057,2,3.33,3,"['Python', 'C++', 'R', 'Marketing']",0,2,0.65,False,True,False,False,False,True,False,False,False,True,False,44124.00498721613
1058,4,2.67,4,"['SQL', 'R', 'Excel', 'Java']",2,2,0.83,False,False,False,True,False,False,False,False,False,False,False,42886.32557445001
1059,9,2.93,0,['Management'],0,0,0.2,False,False,True,False,True,False,False,False,False,False,False,63879.82759675688
1060,3,2.81,1,"['Java', 'R', 'C++']",2,1,0.52,True,False,False,False,False,False,False,False,False,False,False,31366.204261920222
1061,9,3.09,2,"['C++', 'Management', 'SQL']",2,2,0.45,True,False,False,False,False,False,True,False,False,True,False,72820.16283770162
1062,4,2.67,0,"['Java', 'Excel', 'Management', 'SQL']",0,1,0.66,False,True,False,False,True,False,False,False,False,False,True,36617.165450403896
1063,4,2.55,3,"['Excel', 'Python', 'Java', 'SQL']",2,1,0.06,True,False,False,False,False,True,False,False,False,True,False,43457.093501482086
1064,5,3.49,4,"['Java', 'R', 'Python']",0,3,0.88,False,False,False,False,True,False,False,False,True,False,False,57170.07136120095
1065,9,3.42,3,"['Excel', 'SQL', 'C++', 'R']",2,0,0.51,False,True,False,False,False,True,False,True,False,False,False,62282.17188831245
1066,9,3.56,3,"['Java', 'R', 'C++']",2,0,0.88,True,False,False,False,False,True,False,True,False,False,False,70338.27003762912
1067,5,3.49,2,"['Management', 'Excel', 'Java']",0,1,0.34,False,True,False,False,False,True,False,False,True,False,False,36349.76020391143
1068,7,2.67,2,"['Python', 'C++']",1,3,0.65,True,False,False,True,False,False,False,False,True,False,False,58656.50530423799
1069,7,2.94,4,"['R', 'Marketing', 'Excel', 'Python']",0,2,0.96,True,False,False,False,False,False,False,True,False,False,False,54883.27833937887
1070,8,2.69,1,"['Java', 'SQL', 'Management', 'R']",1,2,0.94,True,False,False,False,True,False,False,False,False,False,True,52184.764114633894
1071,7,3.76,3,"['Python', 'Java', 'R', 'C++']",0,0,0.94,False,False,False,False,False,False,False,False,False,False,True,58612.61331728213
1072,1,3.62,1,"['R', 'Marketing']",1,1,0.04,False,False,False,False,False,False,True,False,False,False,True,30000.0
1073,9,2.8,4,"['Marketing', 'R']",2,3,0.4,False,True,False,False,True,False,False,False,True,False,False,73893.69097360478
1074,0,3.01,3,"['Java', 'C++', 'Excel']",1,3,0.06,True,False,False,False,False,False,False,True,False,False,False,30000.0
1075,9,3.95,1,"['Java', 'Python']",2,2,0.31,True,False,False,False,False,False,False,True,False,False,False,64127.10125959886
1076,1,3.39,3,"['SQL', 'R', 'Marketing', 'Java']",0,2,0.17,False,False,False,False,False,False,True,True,False,False,False,30000.0
1077,1,3.7,2,"['R', 'Marketing']",1,4,0.62,True,False,False,False,False,True,False,False,False,True,False,39810.51106904273
1078,2,2.9,2,['Management'],2,4,0.78,False,False,False,False,True,False,False,False,False,True,False,30625.425565109606
1079,9,2.82,0,"['Management', 'R', 'SQL']",0,1,0.51,True,False,False,False,True,False,False,False,False,False,False,56719.99382726053
1080,6,3.68,4,"['R', 'SQL', 'C++', 'Java']",1,4,0.8,False,True,False,False,False,False,True,False,False,True,False,52981.30703769377
1081,1,3.53,1,"['Marketing', 'C++', 'Python']",2,3,0.01,True,False,False,False,False,True,False,False,False,False,True,30000.0
1082,0,3.52,3,"['Python', 'C++', 'R', 'Java']",1,4,0.82,True,False,False,False,True,False,False,False,False,False,True,38379.10890512105
1083,5,3.33,0,['Marketing'],1,0,0.18,False,False,True,False,True,False,False,False,False,False,True,40417.38367632674
1084,8,3.35,4,"['Excel', 'C++']",2,0,0.46,False,False,False,False,True,False,False,False,False,False,True,63111.8450184471
1085,2,3.6,4,"['Java', 'Management', 'Python', 'Excel']",2,2,0.44,True,False,False,False,False,True,False,False,False,False,False,39149.13260172268
1086,5,2.91,4,"['Management', 'SQL']",0,2,0.87,True,False,False,False,False,False,True,False,False,False,True,47887.20471656694
1087,2,3.03,1,"['Marketing', 'Excel', 'SQL', 'C++']",2,1,0.97,False,False,True,False,True,False,False,False,True,False,False,34387.897100862065
1088,0,3.81,2,['Marketing'],2,0,0.26,False,False,True,False,False,False,False,False,True,False,False,30000.0
1089,4,2.96,0,"['SQL', 'Marketing', 'R']",1,1,0.07,False,False,False,False,False,True,False,False,True,False,False,31284.510050464803
1090,9,3.32,1,['Python'],2,1,0.65,False,False,True,True,False,False,False,False,False,True,False,69259.95736962552
1091,3,3.55,3,"['Java', 'Excel', 'C++', 'Marketing']",1,4,0.5,False,True,False,False,False,False,True,True,False,False,False,43332.477488241275
1092,6,4.0,1,"['Marketing', 'C++']",1,2,0.57,False,False,True,False,False,False,False,False,False,False,False,51429.271763511286
1093,5,3.15,3,['SQL'],2,1,0.05,False,True,False,False,True,False,False,False,True,False,False,43170.37005164972
1094,9,3.14,3,"['C++', 'Management', 'Marketing', 'R']",2,1,0.78,False,False,False,True,False,False,False,False,True,False,False,70034.0832169777
1095,6,3.76,4,"['Python', 'Marketing', 'Java', 'Excel']",2,2,0.23,False,False,False,False,False,False,True,False,False,False,True,61615.92625767538
1096,4,3.71,1,"['Python', 'SQL', 'Java']",2,2,0.33,False,False,False,False,False,True,False,False,True,False,False,46682.08352487725
1097,3,3.6,2,"['Python', 'R']",0,0,0.23,False,False,False,True,False,False,False,False,False,False,True,30000.0
1098,6,3.19,3,['Management'],1,2,0.95,False,False,False,True,False,False,False,False,False,False,True,56365.053328059956
1099,6,2.99,4,"['R', 'SQL']",0,4,0.17,False,True,False,False,False,False,False,True,False,False,False,48565.39065448833
1100,5,3.41,2,"['Excel', 'Management']",0,0,0.73,False,True,False,False,False,False,True,False,False,True,False,49069.7621485807
1101,7,3.81,1,"['SQL', 'Python', 'C++']",1,1,0.25,False,False,False,False,False,False,False,False,False,False,True,51573.984801100494
1102,3,3.83,2,"['Java', 'Management', 'R']",0,4,0.42,False,False,True,False,False,False,False,False,False,False,True,48854.61908785684
1103,9,2.66,1,"['C++', 'R', 'Excel']",2,4,1.0,True,False,False,False,True,False,False,True,False,False,False,73069.48694948526
1104,4,3.14,3,"['Marketing', 'SQL', 'Excel']",2,0,0.1,False,False,False,False,False,True,False,False,False,False,True,47129.98227111611
1105,3,3.2,0,"['C++', 'Python']",2,1,0.88,False,False,True,True,False,False,False,False,False,False,False,32566.94586598317
1106,0,3.97,0,"['Management', 'R']",2,0,0.95,True,False,False,False,False,False,True,False,False,True,False,30000.0
1107,7,3.52,3,"['Management', 'R']",1,3,0.7,False,False,False,False,False,True,False,False,False,False,False,65740.86549185112
1108,0,3.11,2,['SQL'],2,3,0.01,False,False,False,False,False,True,False,False,True,False,False,30000.0
1109,4,2.54,1,['R'],1,0,0.82,False,True,False,False,False,False,True,False,False,True,False,38781.713559052885
1110,5,3.35,0,['C++'],1,1,0.88,True,False,False,False,False,True,False,False,True,False,False,50849.29516100268
1111,5,2.64,1,"['Python', 'Java', 'Marketing']",1,1,0.98,True,False,False,False,True,False,False,False,False,False,True,44622.74996038257
1112,4,3.75,3,['Python'],1,2,0.84,False,False,True,False,False,True,False,True,False,False,False,44211.23747713688
1113,2,3.63,2,['Excel'],0,4,0.45,False,True,False,False,True,False,False,False,False,False,False,41504.79727736259
1114,4,3.19,1,"['Marketing', 'Management', 'Python', 'Java']",0,0,0.69,False,True,False,True,False,False,False,False,True,False,False,31231.27349176851
1115,7,3.14,2,"['Marketing', 'R', 'Excel']",2,4,0.49,False,True,False,True,False,False,False,False,False,False,True,62119.453141907936
1116,1,3.85,0,"['Python', 'SQL']",1,4,0.35,False,True,False,False,False,False,False,False,False,False,False,30000.0
1117,5,2.93,1,"['Excel', 'R', 'Java', 'SQL']",2,3,0.63,True,False,False,False,True,False,False,False,False,False,False,44145.82880571224
1118,8,2.87,4,"['C++', 'Marketing']",2,3,0.77,True,False,False,True,False,False,False,False,True,False,False,74478.28541351629
1119,7,3.91,0,['Excel'],2,0,0.64,False,False,False,False,False,True,False,False,False,False,True,55822.32044168731
1120,7,3.71,2,"['Excel', 'C++', 'Python']",2,0,0.83,False,False,False,False,False,False,True,True,False,False,False,63799.43232709849
1121,7,3.73,3,"['Management', 'Java', 'Excel', 'SQL']",1,1,0.18,False,True,False,False,False,False,True,False,True,False,False,45854.271394374024
1122,6,2.79,4,"['R', 'Marketing']",1,0,0.37,False,True,False,False,True,False,False,False,False,False,False,54345.5989098103
1123,7,2.71,1,"['Java', 'Excel', 'Python', 'Marketing']",0,1,0.31,False,True,False,False,False,False,False,False,False,False,False,45007.020440918335
1124,5,2.54,0,"['Management', 'R', 'Marketing', 'SQL']",1,1,0.19,False,False,False,False,False,True,False,False,False,True,False,30000.0
1125,1,2.86,1,"['Python', 'Marketing']",1,0,0.44,False,False,True,False,True,False,False,False,False,False,True,31023.697773935877
1126,1,3.66,1,['Excel'],2,1,0.95,False,False,True,False,False,False,True,False,False,True,False,34585.06763247313
1127,7,2.86,4,"['SQL', 'Python', 'Java', 'C++']",1,4,0.54,False,False,False,False,True,False,False,True,False,False,False,63536.38706339799
1128,0,3.59,4,['Java'],2,1,0.29,False,False,False,False,False,True,False,False,True,False,False,33337.09424869933
1129,5,2.88,4,"['Marketing', 'SQL']",1,4,0.35,False,False,False,True,False,False,False,False,False,False,False,52177.84640694268
1130,5,3.09,4,"['Marketing', 'Python', 'C++']",0,4,0.61,False,False,False,False,False,True,False,False,False,False,True,47156.92994928197
1131,3,3.97,3,"['Python', 'C++']",2,4,0.35,False,False,False,True,False,False,False,False,False,False,False,43835.161947588116
1132,9,2.87,2,"['R', 'C++', 'Marketing']",1,2,0.54,False,False,False,True,False,False,False,False,False,True,False,63038.168934039735
1133,2,3.06,4,"['C++', 'R', 'Python']",1,2,0.27,False,True,False,True,False,False,False,False,False,True,False,31338.235535876454
1134,2,2.95,0,['Python'],2,1,0.35,False,True,False,False,True,False,False,False,True,False,False,30000.0
1135,0,2.66,1,['SQL'],0,0,0.71,False,True,False,False,False,False,True,False,False,False,True,30000.0
1136,2,3.23,4,"['R', 'SQL']",0,1,0.58,False,True,False,False,True,False,False,False,False,False,True,37802.92766334338
1137,3,3.07,0,"['Java', 'R', 'Python', 'SQL']",1,2,0.09,False,False,False,False,False,False,True,False,True,False,False,31090.37719401624
1138,4,3.54,3,"['SQL', 'Python', 'Management']",1,3,0.97,False,False,True,False,False,True,False,False,False,True,False,47364.93473734246
1139,2,3.73,0,"['Marketing', 'SQL', 'Management', 'R']",1,3,0.05,True,False,False,False,False,False,False,False,False,True,False,30000.0
1140,5,3.32,0,"['SQL', 'Python', 'Excel', 'C++']",2,1,0.08,False,False,False,False,False,True,False,False,False,True,False,39573.01510596034
1141,4,2.55,3,"['Excel', 'Management']",2,2,0.7,True,False,False,False,True,False,False,False,False,False,False,37830.750985164654
1142,2,3.43,3,"['Marketing', 'Excel', 'Java', 'Management']",2,4,0.71,False,False,True,False,True,False,False,True,False,False,False,41603.15299712176
1143,5,2.58,1,"['Python', 'C++', 'R']",1,2,0.02,False,True,False,False,False,False,True,False,False,True,False,44127.357409962824
1144,5,3.42,4,"['Marketing', 'Management']",0,1,0.64,False,False,True,False,True,False,False,True,False,False,False,61214.86330029512
1145,7,3.53,0,['C++'],2,2,0.03,False,False,False,True,False,False,False,True,False,False,False,47313.70638717941
1146,1,2.8,2,"['Python', 'Marketing', 'SQL', 'R']",0,3,0.96,False,True,False,False,True,False,False,False,False,False,True,32599.012229753047
1147,0,3.73,2,['Management'],1,4,0.7,False,False,False,False,False,False,True,False,True,False,False,30000.0
1148,3,3.87,1,"['Excel', 'Management', 'R']",2,1,0.19,False,True,False,False,False,False,True,False,False,False,False,30487.71854974494
1149,6,3.72,2,"['Marketing', 'SQL']",2,1,0.16,True,False,False,True,False,False,False,True,False,False,False,46795.50935572012
1150,9,2.96,1,"['SQL', 'C++', 'Java', 'R']",2,0,0.57,True,False,False,False,False,False,True,False,False,False,False,66143.67863213483
1151,2,3.38,4,['Python'],1,4,0.63,True,False,False,False,False,False,False,False,False,False,True,35026.03188153365
1152,2,3.87,1,"['Marketing', 'C++']",1,1,0.83,False,False,True,False,False,True,False,False,False,True,False,30715.771143532576
1153,4,2.98,3,"['SQL', 'Python', 'Management', 'Marketing']",1,2,0.9,False,False,False,False,True,False,False,True,False,False,False,44437.99334631369
1154,4,3.73,3,"['R', 'SQL']",0,2,0.39,False,False,True,False,False,False,False,False,True,False,False,38610.160800505444
1155,9,2.51,3,['Management'],0,2,0.84,True,False,False,False,True,False,False,False,False,False,True,63187.07723650427
1156,2,2.51,3,"['C++', 'Marketing', 'Excel', 'Python']",2,2,0.54,False,False,False,False,False,False,False,False,False,False,False,30000.0
1157,8,3.64,3,"['Marketing', 'C++', 'Java', 'Management']",2,1,0.47,True,False,False,False,True,False,False,False,False,True,False,67114.76645055934
1158,3,3.64,3,['Marketing'],1,3,0.7,False,False,True,True,False,False,False,False,False,False,False,43358.35744779226
1159,2,3.68,3,"['R', 'Python', 'Management', 'C++']",1,4,0.1,False,False,True,False,False,False,True,False,True,False,False,30353.275751322442
1160,1,3.9,3,['C++'],1,2,0.27,False,False,True,False,False,False,True,True,False,False,False,31161.921351941855
1161,9,2.68,3,"['Python', 'Java', 'C++', 'Marketing']",2,1,0.82,True,False,False,True,False,False,False,False,True,False,False,78584.53766032842
1162,8,2.85,4,['Java'],1,1,0.5,False,False,False,False,False,False,False,False,False,False,False,64167.89916417142
1163,3,3.86,3,"['Marketing', 'SQL']",0,2,0.91,False,False,False,False,False,True,False,False,False,False,False,48511.28889578114
1164,2,2.77,1,"['Python', 'C++', 'Excel']",0,0,0.09,True,False,False,False,False,False,False,False,True,False,False,32220.6596021356
1165,6,3.52,4,"['R', 'Java', 'C++', 'Marketing']",2,1,0.31,False,False,False,False,False,False,True,False,True,False,False,69692.62344560136
1166,7,3.3,2,"['R', 'Marketing', 'Management', 'Python']",2,4,0.36,True,False,False,False,False,True,False,False,True,False,False,54838.819567449995
1167,1,2.62,0,['Management'],0,4,0.42,False,False,False,False,True,False,False,False,False,True,False,30000.0
1168,6,2.93,4,['R'],1,0,0.99,False,True,False,False,False,True,False,False,False,False,False,54987.85001637144
1169,4,3.28,3,"['Java', 'Marketing', 'C++']",2,1,0.31,False,True,False,False,False,False,False,False,False,False,True,44963.576006299205
1170,4,3.78,4,"['Excel', 'Python', 'Marketing']",2,0,0.52,False,False,True,True,False,False,False,False,False,True,False,56433.2599992179
1171,2,3.56,0,"['SQL', 'C++', 'R', 'Management']",2,1,0.54,False,True,False,False,True,False,False,False,False,True,False,34136.206105454774
1172,4,3.43,0,['Java'],0,1,0.77,False,True,False,False,False,False,False,False,False,True,False,31433.564351637502
1173,1,3.24,3,"['Management', 'Python']",2,0,0.52,False,True,False,False,True,False,False,False,False,False,True,30000.0
1174,3,2.95,3,"['Management', 'Marketing', 'Excel', 'SQL']",0,3,0.61,True,False,False,False,False,True,False,False,True,False,False,37519.99896017243
1175,5,2.68,1,['C++'],0,2,0.75,False,True,False,False,False,False,True,False,False,False,False,35594.200109272526
1176,0,3.11,0,['Excel'],1,2,0.1,False,True,False,False,False,False,False,True,False,False,False,30000.0
1177,9,2.54,3,"['Marketing', 'R', 'Java', 'C++']",1,2,0.96,False,False,True,True,False,False,False,True,False,False,False,64857.822044703775
1178,3,2.82,0,"['Marketing', 'Python']",1,0,0.85,False,True,False,False,False,True,False,False,False,False,False,30000.0
1179,5,3.15,1,['C++'],2,1,0.39,False,True,False,False,False,False,False,False,False,False,True,40835.07360265193
1180,8,3.13,2,"['SQL', 'R', 'Java', 'Excel']",0,1,0.73,False,False,False,True,False,False,False,True,False,False,False,62285.105274461675
1181,1,2.57,0,"['Excel', 'Management']",2,4,0.76,False,False,True,False,False,False,False,False,False,True,False,30000.0
1182,6,3.38,1,"['C++', 'Management', 'Java']",0,1,0.85,False,False,True,False,False,True,False,True,False,False,False,50423.2695834372
1183,5,3.32,1,"['Java', 'Management']",2,3,0.19,False,False,True,False,False,False,False,False,False,False,False,51438.068302704385
1184,1,2.62,1,"['Java', 'Management', 'Excel']",0,2,0.7,False,False,True,False,True,False,False,False,False,True,False,30000.0
1185,7,3.91,4,"['C++', 'Java']",1,3,0.03,False,False,True,False,False,True,False,True,False,False,False,61491.90671035139
1186,6,2.65,3,"['R', 'Marketing', 'C++']",1,2,0.12,False,False,True,False,False,False,False,False,False,False,False,49741.90925012852
1187,4,3.78,0,"['Management', 'Excel']",2,0,0.78,True,False,False,False,False,False,True,False,False,False,True,43227.733526100485
1188,4,2.5,4,"['R', 'Marketing', 'Excel']",0,3,0.81,False,True,False,False,False,False,False,False,False,False,False,44241.77410031459
1189,6,3.82,0,"['R', 'Marketing']",1,1,0.59,False,False,True,False,True,False,False,False,False,False,True,38808.28636686162
1190,8,2.53,4,['R'],0,2,0.58,False,True,False,True,False,False,False,False,False,True,False,67907.4242240991
1191,8,3.64,3,"['C++', 'R', 'Marketing', 'Java']",2,4,0.75,False,True,False,True,False,False,False,False,False,False,False,73907.61415946839
1192,8,3.04,1,"['C++', 'Marketing', 'Python']",1,3,0.91,True,False,False,True,False,False,False,False,True,False,False,57818.362770864696
1193,5,3.61,0,['Python'],2,0,0.42,False,False,True,False,False,False,True,False,True,False,False,51329.083096362185
1194,9,3.1,1,"['SQL', 'Python', 'R', 'C++']",2,4,0.11,False,False,False,False,True,False,False,False,True,False,False,63230.10065893615
1195,5,2.61,3,"['Java', 'C++']",0,0,0.84,True,False,False,False,False,True,False,False,True,False,False,45011.15498670689
1196,2,3.65,0,"['Java', 'R']",2,2,0.34,False,False,False,True,False,False,False,False,True,False,False,35787.877977841265
1197,0,2.61,2,"['SQL', 'C++', 'Python']",2,3,0.13,False,True,False,False,True,False,False,False,False,False,True,30000.0
1198,6,3.88,2,"['Management', 'C++', 'Java']",0,0,0.61,False,True,False,False,False,False,False,False,False,False,False,57196.87920957949
1199,3,2.58,2,['R'],0,4,0.58,True,False,False,False,False,False,True,False,False,True,False,33619.49250478605
1200,0,3.22,3,"['Excel', 'Java', 'R', 'C++']",2,4,0.47,True,False,False,False,True,False,False,False,True,False,False,36875.866056401675
1201,7,3.58,2,"['C++', 'Excel']",1,1,0.86,False,False,False,False,True,False,False,False,True,False,False,56230.985500837385
1202,5,3.09,0,"['Python', 'Management', 'C++']",1,0,0.27,False,False,True,False,False,True,False,False,False,True,False,45518.11164654809
1203,5,2.83,2,"['R', 'Java', 'Python', 'Marketing']",0,3,0.01,False,False,False,False,True,False,False,False,False,True,False,30000.0
1204,1,3.64,0,"['Management', 'Java', 'Marketing']",2,3,0.32,True,False,False,False,False,True,False,False,True,False,False,30000.0
1205,0,3.68,3,"['R', 'C++']",1,1,0.01,False,False,False,False,False,False,True,False,False,False,True,30000.0
1206,1,3.88,1,"['Management', 'SQL']",0,4,0.54,True,False,False,False,False,False,True,False,False,True,False,30000.0
1207,3,3.06,4,"['SQL', 'R', 'Python', 'Excel']",0,0,0.38,False,False,False,False,False,False,False,False,False,False,False,34846.256900487184
1208,1,3.26,2,"['Excel', 'Management']",0,4,0.81,True,False,False,False,False,True,False,False,False,False,False,30000.0
1209,0,3.04,4,['C++'],2,0,0.8,True,False,False,False,False,True,False,False,False,False,True,30000.0
1210,6,2.89,1,"['Java', 'Excel', 'C++']",0,0,0.43,True,False,False,True,False,False,False,True,False,False,False,38530.351925637166
1211,7,3.63,3,"['Python', 'SQL', 'Management']",1,0,0.22,False,False,True,True,False,False,False,False,False,False,True,57310.6102440421
1212,5,3.01,3,"['Python', 'Excel']",2,4,0.42,False,False,False,False,False,False,False,False,True,False,False,49058.3352408911
1213,3,3.14,1,"['Python', 'C++', 'R']",1,4,0.64,False,False,False,False,False,False,True,True,False,False,False,44745.16929480584
1214,5,3.11,4,"['Marketing', 'C++', 'Java']",1,4,0.19,False,False,False,True,False,False,False,False,True,False,False,49390.26422283608
1215,2,3.57,2,"['Excel', 'C++', 'R']",1,2,0.77,True,False,False,False,True,False,False,False,False,False,False,38963.75621553415
1216,7,3.88,0,"['Management', 'Excel', 'Java']",2,4,0.33,False,False,False,False,False,False,True,False,False,True,False,60494.258346535535
1217,9,3.5,3,['SQL'],1,1,0.93,False,False,False,False,True,False,False,False,True,False,False,69434.19471413657
1218,1,3.21,1,"['C++', 'Python', 'SQL', 'Excel']",0,2,0.51,True,False,False,False,False,True,False,False,False,False,False,30000.0
1219,4,3.67,4,"['R', 'SQL']",0,0,0.85,False,True,False,False,False,False,True,False,False,False,True,51734.70683810524
1220,0,3.46,2,"['Java', 'Excel', 'Marketing']",1,3,0.62,True,False,False,False,False,False,False,False,True,False,False,30000.0
1221,5,2.59,4,"['Python', 'Marketing', 'R', 'SQL']",0,2,0.55,False,False,False,False,False,True,False,False,False,False,False,45151.209722606276
1222,1,2.64,2,"['Management', 'R', 'Java', 'C++']",2,2,0.68,True,False,False,False,False,True,False,False,False,True,False,30000.0
1223,3,2.56,0,"['Python', 'R']",2,0,0.81,False,True,False,False,True,False,False,False,True,False,False,33904.942159481594
1224,5,3.19,0,"['C++', 'Marketing', 'Python']",0,4,0.64,True,False,False,False,False,True,False,False,False,False,False,48499.793312695096
1225,9,3.74,1,"['Java', 'Marketing', 'R', 'SQL']",0,4,0.8,False,False,False,True,False,False,False,False,True,False,False,68649.12028961639
1226,7,2.97,1,['R'],2,2,0.19,False,True,False,False,False,False,True,False,False,True,False,53793.22954870335
1227,7,3.08,2,"['Marketing', 'Python', 'SQL', 'Excel']",1,4,0.28,False,False,True,True,False,False,False,False,True,False,False,62072.27978272506
1228,5,3.86,2,"['Excel', 'Python', 'Marketing']",2,2,0.23,False,False,False,False,True,False,False,False,True,False,False,52423.26185943393
1229,3,3.76,2,['Excel'],1,3,0.8,False,True,False,False,True,False,False,False,False,False,False,38502.14777009672
1230,7,3.5,2,"['Management', 'C++']",0,3,0.09,False,True,False,False,False,False,True,True,False,False,False,47484.22311260583
1231,7,2.9,0,"['Excel', 'Marketing', 'Java', 'Management']",0,0,0.8,False,False,True,False,False,True,False,False,True,False,False,45981.5011240004
1232,9,2.68,1,['SQL'],1,1,0.39,True,False,False,False,False,False,False,True,False,False,False,61413.90124905892
1233,0,2.52,1,['Marketing'],1,1,0.08,True,False,False,False,True,False,False,False,False,False,True,30000.0
1234,3,2.66,3,"['Python', 'Marketing', 'C++']",2,4,0.42,False,False,False,False,False,False,True,False,True,False,False,41793.76523581234
1235,3,2.94,1,['SQL'],1,1,0.3,False,False,True,False,False,False,False,True,False,False,False,31074.008451048296
1236,6,3.33,1,"['Excel', 'Java', 'Marketing']",0,3,0.59,True,False,False,False,False,True,False,False,False,False,True,36997.40483844719
1237,6,2.6,4,"['C++', 'Management', 'Marketing']",0,0,0.47,False,False,True,False,True,False,False,False,False,False,False,42529.12406866353
